084,Unburden,Entlastung,かるわざ,Délestage,Liviano,Agiltecnica,
085,Heatproof,Hitzeschutz,たいねつ,Ignifugé,Ignífugo,Antifuoco,
086,Simple,Wankelmut,たんじゅん,Simple,Simple,Disinvoltura,
087,Dry Skin,Trockenheit,かんそうはだ,Peau Sèche,Piel Seca,Pellearsa,
088,Download,Download,ダウンロード,Télécharge,Descarga,Download,
089,Iron Fist,Eisenfaust,てすのこぶし,Poing de Fer,Puño Férreo,Ferropungo,
090,Poison Heal,Aufheber,ポイズンヒール,Soin Poison,Antídoto,Velencura,
091,Adaptability,Anpassung,てきおうりょく,Adaptabilité,Adaptable,Adattabilità,
092,Skill Link,Wertelink,スキルリンク,Multi-Coups,Encadenado,Abillegame,
093,Hydration,Hydration,うるおいボディ,Hydratation,Hidratación,Idratazione,
094,Solar Power,Solarkraft,サンパワー,Force Soleil,Poder Solar,Solarpotere,
095,Quick Feet,Rasanz,はやあし,Pied Véloce,Pies Rápidos,Piedisvelti,
096,Normalize,Regulierung,ノーマルスキン,Normalise,Normalidad,Normalità,
097,Sniper,Superschütze,スナイパー,Sniper,Francotirador,Cecchino,
098,Magic Guard,Magieschild,マジックガード,Garde Magik,Muro Mágico,Magicscudo,
099,No Guard,Schildlos,ノーガード,Annule Garde,Indefenso,Nullodifesa,
100,Stall,Zeitspiel,あとだし,Frein,Rezagado,Rallentatore,
101,Technician,Techniker,テクニシャン,Technicien,Experto,Tecnico,
102,Leaf Guard,Floraschild,リーフガード,Feuille Garde,Defensa Hoja,Fogliamanto,
103,Klutz,Tollpatsch,ぶきよう,Maladresse,Zoquete,Impaccio,
104,Mold Breaker,Überbrückung,かたやぶり,Brise Moule,Rompemoldes,Rompiforma,
105,Super Luck,Glückspilz,きょううん,Chanceux,Afortunado,Supersorte,
106,Aftermath,Finalschlag,ゆうばく,Boom Final,Detonación,Scoppio,
107,Anticipation,Vorahnung,きけんよち,Anticipation,Anticipación,Presagio,
108,Forewarn,Vorwarnung,よちむ,Prédiction,Alerta,Premonizione,
109,Unaware,Unkenntnis,てんねん,Inconscient,Ignorante,Imprudenza,
110,Tinted Lens,Finalschlag,いろめがね,Lentiteintée,Cromolente,Scoppio,
111,Filter,Filter,フィルター,Filtre,Filtro,Filtro,
112,Slow Start,Saumselig,スロールスタート,Début Calme,Inicio Lento,Lentoinizio,
113,Scrappy,Rauflust,きもったま,Querelleur,Intrépido,Nervisaldi,
114,Storm Drain,Sturmsog,よびみず,Lavabo,Colector,Acquascolo,
115,Ice Body,Eishaut,アイスボヂィ,Corps Gel,Gélido,Corpogelo,
116,Solid Rock,Felskern,ハードロック,Solide Roc,Roca Sólida,Solidroccia,
117,Snow Warning,Hagelalarm,ゆきふらし,Alerte Neige,Nevada,Scendineve,
118,Honey Gather,Honigmaul,みつあつめ,Cherche Miel,Recogemiel,Mielincetta,
119,Frisk,Schnüffler,おみとおし,Fouille,Cacheo,Indagine,
120,Reckless,Atchlos,すてみ,Téméraire,Audaz,Temerarietà,
121,Multitype,Variabilität,マルチタイプ,Multitype,Multitipo,Multitipo,
122,Flower Gift,Pflanzengabe,フラワーギフト,Don Floral,Don Floral,Regalfiore,
123,Bad Dreams,Alptraum,ナイトメア,Mauvais Rêve,Mal Sueño,Sogniamari,
124,Pickpocket,Langfinger,わるいてぐせ,Pickpocket,Hurto,Arraffalesto,
125,Sheer Force,Rohe Gewalt,ちからずく,Sans Limite,Potencia Bruta,Forzabruta,
126,Contrary,Umkehrung,あまのじゃく,Contestation,Respondón,Respondón,
127,Unnerve,Anspannung,きんちょうかん,Tension,Nerviosismo,Agitazione,
128,Defiant,Seigeswille,まけんき,Acharné,Competitivo,Agonismo,
129,Defeatist,Schwächling,よわき,Défaitiste,Flaqueza,Sconforto,
130,Cursed Body,Tastfluch,のろわれボヂィ,Corps Maudit,Cuerpo Maldito,Corpofunesto,
131,Healer,Heilherz,いやしのこころ,Cœur Soin,Alma Cura,Curacuore,
132,Friend Guard,Freundeshut,フレンドガード,Garde Amie,Compiescolta,Amicoscudo,
133,Weak Armor,Bruchrüstung,くだけるよろい,Armurouillée,Armadura Frágil,Sottilguscio,
134,Heavy Metal,Schwermetall,ヘヴィメタル,Heavy Metal,Metal Pesado,Metalpesante,
135,Light Metal,Leichtmetall,ライトメタル,Light Metal,Metal Liviano,Metalleggero,
136,Multiscale,Multischuppe,マルチスケイル,Multiécaille,Multiescamas,Multisquame,
137,Toxic Boost,Giftwahn,どくぼうそう,Rage Poison,Ímpetu Tóxico,Velenimpeto,
138,Flare Boost,Hitzewahn,ねつぼうそう,Rage Brûlure,Ímpetu Ardiente,Bruciaimpeto,
139,Harvest,Reiche Ernte,しゅうかく,Récolte,Cosecha,Coglibacche,
140,Telepathy,Telepathie,テリパシー,Télépathie,Telepatía,Telepatia,
141,Moody,Gefühlswippe,ムラっけ,Lunatique,Veleta,Altalena,
142,Overcoat,Wetterfest,ぼうじん,Envelocape,Funda,Copricapo,
143,Poison Touch,Giftgriff,どくしゅ,Toxitouche,Toque Tóxico,Velentocco,
144,Regenerator,Belebekraft,さいせいりょく,Régé-Force,Regeneración,Rigenergia,
145,Big Pecks,Brustbieter,はとむね,Cœur de Coq,Sacapecho,Pettinfuori,
146,Sand Rush,Sandscharrer,すなかき,Baigne Sable,Ímpetu Arena,Remasabbia,
147,Wonder Skin,Wunderhaut,ミラクルスキン,Peau Miracle,Piel Milagro,Splendicute,
148,Analytic,Analyse,アナライズ,Analyste,Cálculo Final,Ponderazione,
149,Illusion,Trugbild,イリューション,Illusion,Ilusión,Illusione,
150,Imposter,Doppelgänger,きわりもの,Imposteur,Impostor,Sosia,
151,Infiltrator,Schwebedurch,すりぬけ,Infiltration,Allanamiento,Intrapasso,
152,Mummy,Mumie,ミイラ,Momie,Momia,Mummia,
153,Moxie,Hochmut,じしんかじょう,Impudence,Autoestima,Arroganza,
154,Justified,Redlichkeit,せいぎのこころ,Cœur Noble,Justiciero,Giustizia,
155,Rattled,Hasenfuß,びびり,Phobique,Cobardía,Paura,
156,Magic Bounce,Magiespiegel,マジックミラー,Miroir Magik,Espejo Mágico,Magispecchio,
157,Sap Sipper,Vegetarier,そうしょく,Herbivore,Herbívoro,Mangiaerba,
158,Prankster,Strolch,いたずらごころ,Farceur,Bromista,Burla,
159,Sand Force,Sandgewalt,すなのちから,Force Sable,Poder Arena,Silicoforza,
160,Iron Barbs,Eisenstachel,てつのトゲ,Épines de Fer,Punta Acero,Spineferrate,
161,Zen Mode,Trance-Modus,ダルマモード,Mode Transe,Modo Daruma,Stato Zen,
162,Victory Star,Triumphstern,しょうりのほし,Victorieux,Tinovictoria,Vittorstella,
163,Turboblaze,Turbobrand,ターボブレイズ,Turbobrasier,Turbollama,Piroturbina,
164,Teravolt,Teravolt,テラボルテージ,Téra-Voltage,Terravoltaje,Teravolt,
165,Aroma Veil,Dufthülle,アロマベール,Aroma-Voile,Velo Aroma,Aromavelo,
166,Flower Veil,Blütenhülle,フラワーベール,Flora-Voile,Velo Flor,Fiorvelo,
167,Cheek Pouch,Backentaschen,ほおぶくろ,Bajoues,Carrillo,Guancegonfie,
168,Protean,Wandlungskunst,へんげんじざい,Protéen,Mutatipo,Mutatipo,
169,Fur Coat,Fellkleid,ファーコート,Toison Épaisse,Pelaje Recio,Foltopelo,
170,Magician,Zauberer,マジシャン,Magicien,Prestidigitador,Prestigiatore,
171,Bulletproof,Kugelsicher,ぼうだん,Pare-Balles,Antibalas,Antiproiettile,
172,Competitive,Unbeugsamkeit,かちき,Battant,Tenacidad,Tenacia,
173,Strong Jaw,Titankiefer,がんじょうあご,Prognathe,Mandíbula Fuerte,Ferromascella,
174,Refrigerate,Frostschicht,フリーズスキン,Peau Gelée,Piel Helada,Pellegelo,
175,Sweet Veil,Zuckerhülle,スイートベール,Gluco-Voile,Velo Dulce,Dolcevelo,
176,Stance Change,Taktikwechsel,バトルスイッチ,Déclic Tactique,Cambio Táctico,Accendilotta,
177,Gale Wings,Orkanschwingen,はやてのつばさ,Ailes Bourrasque,Alas Vendaval,Aliraffica,
178,Mega Launcher,Megawumme,メガランチャー,Méga Blaster,Megadisparador,Megalancio,
179,Grass Pelt,Pflanzenpelz,くさのけがわ,Toison Herbe,Manto Frondoso,Peloderba,
180,Symbiosis,Nutznießer,きょせい,Symbiose,Simbiosis,Simbiosi,
181,Tough Claws,Krallenwucht,かたいツメ,Griffe Dure,Garra Dura,Unghiedure,
182,Pixilate,Feenschicht,フェアリースキン,Peau Féérique,Piel Feérica,Pellefolletto,
183,Gooey,Viskosität,ぬめぬめ,Poisseux,Baba,Viscosità,
184,Aerilate,Zenithaut,スカイスキン,Peau Céleste,Piel Celeste,Pellecielo,
185,Parental Bond,Familienbande,おやこあい,Amour Filial,Amor Filial,Amorefiliale,
186,Dark Aura,Dankelaura,ダークオーラ,Aura Ténébreuse,Aura Oscura,Auratetra,
187,Fairy Aura,Feenaura,フェアリーオーラ,Aura Féérique,Aura Feérica,Aurafolletto,
188,Aura Break,Aura-Umkehr,オーラブレイク,Aura Inversé,Rompeaura,Frangiaura,
189,Primordial Sea,Urmeer,はじまりのうみ,Mer Primaire,Mar del Albor,Mare Primordiale,
190,Desolate Land,Endland,おわりのだいち,Terre Finale,Tierra del Ocaso,Terra Estrema,
191,Delta Stream,Delta-Wind,デルタストリーム,Souffle Delta,Ráfaga Delta,Flusso Delta,
192,Stamina,Zähigkeit,じきゅうりょく,Endurance,Firmeza,Sopportazione,
193,Wimp Out,Reißaus,にげごし,Escampette,Huida,Fuggifuggi,
194,Emergency Exit,Rückzug,ききかいひ,Repli Tactique,Retirada,Passoindietro,
195,Water Compaction,Verklumpen,みずがため,Sable Humide,Hidrorrefuerzo,Idrorinforzo,
196,Merciless,Quälerei,ひとでなし,Cruauté,Ensañamiento,Spietatezza,
197,Shields Down,Limitschild,リミットシールド,Bouclier-Canon,Escudo Limitado,Scudosogila,
198,Stakeout,Beschattung,はりこみ,Filature,Vigilante,Sorveglianza,
199,Water Bubble,Wasserblase,すいほう,Aquabulle,Pompa,Bolladacqua,
200,Steelworker,Stahlprofi,はがねつかい,Expert Acier,Acero Templado,Tempracciaio,
201,Berserk,Wutausbruch,ぎゃくじょう,Dracolère,Cólera,Furore,
202,Slush Rush,Schneescharrer,ゆきかき,Chasse-Neige,Quitanieves,Spalaneve,
203,Long Reach,Langstrecke,えんかく,Longue Portée,Remoto,Distacco,
204,Liquid Voice,Plätscherstimme,うるおいボイス,Hydrata-Soin,Voz Fluida,Idrovoce,
205,Triage,Heilwandel,ヒーリングシフト,Prioguérison,Primer Auxilio,Primacura,
206,Galvanize,Elektrohaut,エレキスキン,Peau Électrique,Piel Eléctrica,Pellelettro,
207,Surge Surfer,Surf-Schweif,サーフテール,Surf Caudal,Cola Surf,Codasurf,
208,Schooling,Fischschwarm,ぎょぐん,Banc,Banco,Banco,
209,Disguise,Kostümspuk,ばけのかわ,Fantômasque,Disfraz,Fantasmanto,
210,Battle Bond,Freundschaftsakt,きずなへんげ,Synergie,Fuerte Afecto,Morfosintonia,
211,Power Construct,Scharwandel,スワームチェンジ,Rassemblement,Agrupamiento,Sciamefusione,
212,Corrosion,Korrosion,ふしょく,Corrosion,Corrosión,Corrosione,
213,Comatose,Dauerschlaf,ぜったいねむり,Hypersommeil,Letargo Perenne,Sonno Assoluto,
214,Queenly Majesty,Majestät,じょおうのいげん,Prestance Royale,Regia Presencia,Regalità,
215,Innards Out,Magenkrempler,とびだすなかみ,Expuls'Organes,Revés,Espellinterno,
216,Dancer,Tänzer,おどりこ,Danseuse,Pareja de Baile,Sincrodanza,
217,Battery,Batterie,バッテリー,Batterie,Batería,Batería,
218,Fluffy,Flauschigkeit,もふもふ,Boule de Poils,Peluche,Morbidone,
219,Dazzling,Buntkörper,ビビッドボヂィ,Corps Coloré,Cuerpo Vívido,Corposgargiante,
220,Soul-Heart,Seelenherz,ソウルハート,Animacœur,Coránima,Cuoreanima,
221,Tangling Hair,Lockenkopf,カーリーヘアー,Mèche Rebelle,Rizos Rebeldes,Boccolidoro,
222,Receiver,Receiver,リシーバー,Receveur,Receptor,Ricezione,
223,Power of Alchemy,Chemiekraft,かがくのちから,Osmose,Reacción Química,Forza Chimica,
224,Beast Boost,Bestien-Boost,ビーストブースト,Boost Chimère,Ultraimpulso,Ultraboost,
225,RKS System,Alpha-System,ＡＲシステム,Système Alpha,Sistema Alfa,Sistema Primevo,
226,Electric Surge,Elektro-Erzeuger,エレキメイカー,Créa-Élec,Electrogénesis,Elettrogenesi,
227,Psychic Surge,Psycho-Erzeuger,サイコメイカー,Créa-Psy,Psicogénesis,Psicogenesi,
228,Misty Surge,Nebel-Erzeuger,ミストメイカー,Créa-Brume,Nebulogénesis,Nebbiogenesi,
229,Grassy Surge,Gras-Erzeuger,グラスメイカー,Créa-Herbe,Herbogénesis,Erbogenesi,
230,Full Metal Body,Metallprotektor,メタルプロテクト,Métallo-Garde,Guardia Metálica,Metalprotezione,
231,Shadow Shield,Phantomschutz,ファントムガード,Spectro-Bouclier,Guardia Espectro,Spettroguardia,
232,Prism Armor,Prismarüstung,プリスムアーマー,Prisme-Armure,Armadura Prisma,Scudoprisma,
233,Neuroforce,Zerebralmacht,ブレインフォース,Cérébro-Force,Fuerza Cerebral,Cerebroforza,
234,Intrepid Sword,Kühnes Schwert,ふとうのけん,Lame Indomptable,Espada Indómita,Spada Indomita,
235,Dauntless Shield,Wackerer Schild,ふくつのたて,Égide Inflexible,Escudo Recio,Scudo Saldo,
236,Libero,Libero,リバロ,Libéro,Libero,Libero,
237,Ball Fetch,Apport,たまひろい,Ramasse Ball,Recogebolas,Raccattapalle,
238,Cotton Down,Wollflaum,わたげ,Effilochage,Pelusa,Lanugine,
239,Propeller Tail,Schraubflosse,スクリューおびれ,Propulseur,Hélice Caudal,Elicopinna,
240,Mirror Armor,Spiegelrüstung,ミラーアーマー,Armure Miroir,Coraza Reflejo,Blindospecchio,
241,Gulp Missile,Würggeschoss,うのミサイル,Dégobage,Tragamisil,Inghiottimissile,
242,Stalwart,Stahlrückgrat,すじがねいり,Nerfs d'Acier,Acérrimo,Volontà di Ferro,
243,Steam Engine,Dampfantrieb,じょうききかん,Turbine,Combustible,Vapormacchina,
244,Punk Rock,Punk Rock,パンクロック,Punk Rock,Punk Rock,Punk Rock,
245,Sand Spit,Sandspeier,すたはき,Expul'Sable,Expulsarena,Sputasabbia,
246,Ice Scales,Eisflügelstaub,こおりのりんぷん,Écailles Glacées,Escama de Hielo,Geloscaglie,
247,Ripen,Heranreifen,じゅくせい,Mûrissement,Maduración,Maturazione,
248,Ice Face,Tiefkühlkopf,アイスフェイス,Tête de Gel,Cara de Hielo,Gelofaccia,
249,Power Spot,Kraftquelle,パワースポット,Cercle d'Énergie,Fuente Energía,Fonte Energetica,
250,Mimicry,Mimese,ぎたい,Mimétisme,Mimetismo,Mimetismo,
251,Screen Cleaner,Hemmungslos,バリアフリー,Brise-Barrière,Antibarrera,Annullabarriere,
252,Steely Spirit,Stählerner Wille,はがねのせいしん,Boost Acier,Alma Acerada,Spiritoferreo,
253,Perish Body,Unheilskörper,ほろびのボヂィ,Corps Condamné,Cuerpo Mortal,Ultimotocco,
254,Wandering Spirit,Rastlose Seele,さまようたましい,Âme Vagabonde,Alma Errante,Anima Errante,
255,Gorilla Tactics,Affenfokus,ごりむちゅう,Entêtement,Monotema,Vigorilla,
256,Neutralizing Gas,Reaktionsgas,かがくへんかガス,Gas Inhibiteur,Gas Reactivo,Gas Reagente,
257,Pastel Veil,Pastellhülle,パステルベール,Voile Pastel,Velo Pastel,Pastelvelo,
258,Hunger Switch,Heißhunger,スイッチ,Déclic Fringale,Mutapetito,Pancialterna,
259,Quick Draw,Schnellschuss,クリックドロウ,Tir Vif,Mano Rápida,Colpolesto,
260,Unseen Fist,Verborgene Faust,ふかしのこぶし,Poing Invisible,Puño Invisible,Pugni Invisibili,
261,Curious Medicine,Kuriose Arznei,きみょうのくすり,Breuvage Suspect,Medicina Extraña,Stranofarmaco,
262,Transistor,Transistor,トトランシスト,Transistor,Transistor,Transistor,
263,Dragon's Maw,Drachenkiefer,りゅうのあぎと,Dent de Dragon,Mandíbula Dragón,Dragomascelle,
264,Chilling Neigh,Helles Wiehern,しろのいななき,Blanche Ruade,Relincho Blanco,Nitrito Blanco,
265,Grim Neigh,Dunkles Wiehern,くろのいななき,Sombre Ruade,Relincho Negro,Nitrito Nero,
266,As One (White),Helles Reitgespann,じんばいったい,Osmose Équine,Unidad Ecuestre,Sintonia Equina,
267,As One (Black),Dunkles Reitgespann,じんばいったい,Osmose Équine,Unidad Ecuestre,Sintonia Equina,
268,Lingering Aroma,Duftschwade,とれないにおい,Odeur Tenace,Olor Persistente,Odore Tenace,
269,Seed Sower,Streusaat,こぼれダネ,Semencier,Disemillar,Spargisemi,
270,Thermal Exchange,Thermowandel,ねつこうかん,Thermodynamique,Termoconversión,Termoscambio,
271,Anger Shell,Wutpanzer,いかりのこうら,Courroupace,Coraza Ira,Iraguscio,
272,Purifying Salt,Läutersalz,きよめのしお,Sel Purificateur,Sal Purificadora,Sale Purificante,
273,Well-Baked Body,Knusperkruste,こんがりボディ,Bien Cuit,Cuerpo Horneado,Bentostato,
274,Wind Rider,Windreiter,かぜのり,Aéroporté,Surcavientos,Vento Propizio,
275,Guard Dog,Wachhund,ばんけん,Chien de Garde,Perro Guardián,Cane da Guardia,
276,Rocky Payload,Steinträger,いわはこび,Porte-Roche,Transportarrocas,Portamassi,
277,Wind Power,Windkraft,ふうりょくでんき,Turbine Éolienne,Energía Eólica,Energia Eolica,
278,Zero to Hero,Superwechsel,マイティチェンジ,Supermutation,Cambio Heroico,Supercambio,
279,Commander,Kommandant,しれいとう,Commandant,Comandar,Torre di Comando,
280,Electromorphosis,Dynamo,でんきにかえる,Grecharge,Dinamo,Convertivolt,
281,Protosynthesis,Paläosynthese,こだいかっさい,Paléosynthèse,Paleosíntesis,Paleoattivazione,
282,Quark Drive,Quantenantrieb,クォークチャージ,Charge Quantique,Carga Cuark,Carica Quark,
283,Good as Gold,Goldkörper,おうごんのからだ,Corps en Or,Cuerpo Áureo,Corpo Aureo,
284,Vessel of Ruin,Unheilsgefäß,わざわいのうつわ,Urne du Fléau,Caldero Debacle,Vaso Nefasto,
285,Sword of Ruin,Unheilsschwert,わざわいのつるぎ,Épée du Fléau,Espada Debacle,Spada Nefasto,
286,Tablets of Ruin,Unheilstafeln,わざわいのおふだ,Bois du Fléau,Tablilla Debacle,Amuleto Nefasto,
287,Beads of Ruin,Unheilsjuwelen,わざわいのたま,Perles du Fléau,Abalorio Debacle,Monile Nefasto,
288,Orichalcum Pulse,Orichalkum-Puls,ひひいろのこどう,Pouls Orichalque,Latido Oricalco,Ritmo d'Oricalco,
289,Hadron Engine,Hadronen-Motor,ハドロンエンジン,Moteur à Hadrons,Motor Hadrónico,Motore Adronico,
290,Opportunist,Profiteur,びんじょう,Opportuniste,Oportunista,Scrocco,
291,Cud Chew,Wiederkäuer,はんすう,Ruminant,Rumia,Ruminante,
292,Sharpness,Scharfkantig,きれあじ,Incisif,Cortante,Affilama,
293,Supreme Overlord,Feldherr,そうたいしょう,Général Suprême,General Supremo,Generale Supremo,
294,Costar,Synchronauftritt,きょうえん,Collab,Unísono,Coprotagonismo,
295,Toxic Debris,Giftbelag,どくげしょう,Dépôt Toxique,Capa Tóxica,Mantossina,
296,Armor Tail,Schweifrüstung,テイルアーマー,Armure Caudale,Cola Armadura,Codarmatura,
297,Earth Eater,Bodenschmaus,どしょく,Absorbe-Terre,Geofagia,Mangiaterra,
298,Mycelium Might,Myzelienkraft,きんしのちから,Force Fongique,Poder Fúngico,Micoforza,
299,Hospitality,Gastlichkeit,おもてなし,Aux Petits Soins,Ospitalità,Hospitalidad,
300,Mind's Eye,Geistiges Auge,しんがん,Œil Révélateur,Occhio Interiore,Ojo Mental,
301,Embody Aspect,Erinnerungskraft,おもかげやどし,Force Mémorielle,Albergamemorie,Evocarrecuerdos,
302,Embody Aspect,Erinnerungskraft,おもかげやどし,Force Mémorielle,Albergamemorie,Evocarrecuerdos,
303,Embody Aspect,Erinnerungskraft,おもかげやどし,Force Mémorielle,Albergamemorie,Evocarrecuerdos,
304,Embody Aspect,Erinnerungskraft,おもかげやどし,Force Mémorielle,Albergamemorie,Evocarrecuerdos,
305,Toxic Chain,Giftkette,どくのくさり,Chaîne Toxique,Catena Tossica,Cadena Tóxica,
306,Supersweet Syrup,Süßer Nektar,かんろなミツ,Nectar Mielleux,Sciroppo Sublime,Néctar Dulce,
307,Tera Shift,Tera-Wandel,テラスチェンジ,Téramorphose,Teramorfosi,Teracambio,
