040,Poison Sting,Giftstachel,どくばり,Dard-Venin,Picotazo Ven,Velenospina,
041,Twineedle,Duonadel,ダブルニードル,Double Dard,Doble Ataque,Doppio Ago,
042,Pin Missile,Nadelrakete,ミサイルばり,Dard-Nuée,Pin Misil,Missilspillo,
043,Leer,Silberblick,にらみつける,Groz'Yeux,Malicioso,Fulmisguardo,
044,Bite,Biss,かみつく,Morsure,Mordisco,Morso,
045,Growl,Heuler,なきごえ,Rugissement,Gruñido,Ruggito,
046,Roar,Brüller,ほえる,Hurlement,Rugido,Boato,
047,Sing,Gesang,うたう,Berceuse,Canto,Canto,
048,Supersonic,Superschall,ちょうおんぱ,Ultrason,Supersónico,Supersuono,
049,Sonic Boom,Ultraschall,ソニックブーム,Sonic Boom,Bomba Sónica,Sonicboom,
050,Disable,Aussetzer,かなしばり,Entrave,Anulación,Inibitore,
051,Acid,Säure,ようかいえき,Acide,Ácido,Acido,
052,Ember,Glut,ほのこ,Flammèche,Ascuas,Braciere,
053,Flamethrower,Flammenwurf,かえんほうしゃ,Lance-Flamme,Lanzallamas,Lanciafiamme,
054,Mist,Weißnebel,しろいきり,Brume,Neblina,Nebbia,
055,Water Gun,Aquaknarre,みずでっぽう,Pistolet à O,Pistola Agua,Pistolacqua,
056,Hydro Pump,Hydropumpe,ハイドロポンプ,Hydrocanon,Hidrobomba,Idropompa,
057,Surf,Surfer,なみのり,Surf,Surf,Surf,
058,Ice Beam,Eisstrahl,れいとうビーム,Laser Glace,Rayo Hielo,Geloraggio,
059,Blizzard,Blizzard,ふぶき,Blizzard,Ventisca,Bora,
060,Psybeam,Psystrahl,サイケこうせん,Rafale Psy,Psicorrayo,Psicoraggio,
061,Bubble Beam,Blubbstrahl,バボルこうせん,Bulles d'O,Rayo Burbuja,Bollaraggio,
062,Aurora Beam,Aurorastrahl,オーロラビーム,Onde Boréale,Rayo Aurora,Raggiaurora,
063,Hyper Beam,Hyperstrahl,はかいこうせん,Ultra Laser,Hiperrayo,Iper Raggio,
064,Peck,Pikser,つつく,Picpic,Picotazo,Beccata,
065,Drill Peck,Bohrschnabel,ドリルくちばし,Bec Vrille,Pico Taladro,Perforbecco,
066,Submission,Überroller,じごくぐるま,Sacrifice,Sumisión,Sottomissione,
067,Low Kick,Fußkick,けたぐり,Balayage,Patada Baja,Colpo Basso,
068,Counter,Konter,カウンター,Riposte,Contraataque,Contrattacco,
069,Seismic Toss,Geowurf,ちきゅうなげ,Frappe Atlas,Sísmico,Movim. Sismico,
070,Strength,Stärke,かいりき,Force,Fuerza,Forza,
071,Absorb,Absorber,すいとる,Vole-Vie,Absorber,Assorbimento,
072,Mega Drain,Megasauger,メガドレイン,Mega-Sangsue,Megaagotar,Megassorbimento,
073,Leech Seed,Egelsamen,やどりぎのタネ,Vampigraine,Drenadoras,Parassiseme,
074,Growth,Wachstum,せいちょう,Croissance,Desarrollo,Crescita,
075,Razor Leaf,Rasierblatt,はっぱカッター,Tranch'Herbe,Hoja Afilada,Foglielama,
076,Solar Beam,Solarstrahl,ソーラービーム,Lance-Soleil,Rayo Solar,Solarraggio,
077,Poison Powder,Giftpuder,どくのこな,Poudre Toxik,Polvo Veneno,Velenpolvere,
078,Stun Spore,Stachelspore,しびれごな,Para-Spore,Paralizador,Paralizzante,
079,Sleep Powder,Schlafpuder,ねむりごな,Poudre Dodo,Somnífero,Sonnifero,
080,Petal Dance,Blättertanz,はなびらのまい,Danse-Fleur,Danza Pétalo,Petalodanza,
081,String Shot,Fadenschuss,いとおはく,Sécrétion,Disp. Demora,Millebave,
082,Dragon Rage,Drachenwut,りゅうのいかり,Draco-Rage,Furia Dragón,Ira di Drago,
083,Fire Spin,Feuerwirbel,ほのおのうず,Danse Flammes,Giro Fuego,Turbofuoco,
084,Thunder Shock,Donnerschock,でんきショック,Éclair,Impactrueno,Tuonoshock,
085,Thunderbolt,Donnerblitz,１０まいボルト,Tonnerre,Rayo,Fulmine,
086,Thunder Wave,Donnerwelle,でんじは,Cage-Éclair,Onda Trueno,Tuononda,
087,Thunder,Donner,かみなり,Fatal-Foudre,Trueno,Tuono,
088,Rock Throw,Steinwurf,いわおとし,Jet-Pierre,Lanzarrocas,Sassata,
089,Earthquake,Erdbeben,じしん,Séisme,Terremoto,Terremoto,
090,Fissure,Geofissur,じわれ,Abîme,Fisura,Abisso,
091,Dig,Schaufler,あなをほる,Tunnel,Excavar,Fossa,
092,Toxic,Toxin,どくどく,Toxik,Tóxico,Tossina,
093,Confusion,Konfusion,ねんりき,Choc Mental,Confusión,Confusione,
094,Psychic,Psychokinese,サイコキネシス,Psycho,Psíquico,Psichico,
095,Hypnosis,Hypnose,さいみんじゅっつ,Hypnose,Hipnosis,Ipnosi,
096,Meditate,Meditation,ヨガのポース,Yoga,Meditación,Meditazione,
097,Agility,Agilität,こうそくいどう,Hâte,Agilidad,Agilità,
098,Quick Attack,Ruckzuckhieb,でんこうせっか,Vive-Attaque,Ataque Rápido,Attacco Rapido,
099,Rage,Raserei,いかり,Frénésie,Furia,Ira,
100,Teleport,Teleport,テレポート,Téléport,Teletransporte,Teletrasporto,
101,Night Shade,Nachtnebel,ナイトヘッダ,Ombre Nocturne,Tinieblas,Ombra Notturna,
102,Mimic,Mimikry,ものまね,Copie,Mimético,Mimica,
103,Screech,Kreideschrei,いやなおと,Grincement,Chirrido,Stridio,
104,Double Team,Doppelteam,かげぶんしん,Reflet,Doble Equipo,Doppioteam,
105,Recover,Genesung,じこさいせい,Soin,Recuperación,Ripresa,
106,Harden,Härtner,かたくなる,Armure,Fortaleza,Rafforzatore,
107,Minimize,Komprimator,ちいさくなる,Lilliput,Reducción,Minimizzato,
108,Smokescreen,Rauchwolke,えんまく,Brouillard,Pantalla Humo,Muro di Fumo,
109,Confuse Ray,Konfusstrahl,あやしいひかり,Onde Folie,Rayo Confuso,Stordiraggio,
110,Withdraw,Panzerschutz,からにこもる,Repli,Refugio,Ritirata,
111,Defense Curl,Einigler,まるくなる,Boul'Armure,Rizo Defensa,Ricciolscudo,
112,Barrier,Barriere,バリアー,Bouclier,Barrera,Barriera,
113,Light Screen,Lichtschild,ひかりのかべ,Mur Lumière,Pantalla Luz,Schermoluce,
114,Haze,Dunkelnebel,くろいきり,Buée Noire,Niebla,Nube,
115,Reflect,Reflecktor,リフレクター,Protection,Reflejo,Riflesso,
116,Focus Energy,Energiefokus,きあいだめ,Puissance,Foco Energía,Focalenergia,
117,Bide,Geduld,がまん,Patience,Venganza,Pazienza,
118,Metronome,Metronom,ゆびおふる,Métronome,Metrónomo,Metronomo,
119,Mirror Move,Spiegeltrick,オウムがえし,Mimique,Espejo,Speculmossa,
120,Self-Destruct,Finale,じばく,Destruction,Autodestrucción,Autodistruzione,
121,Egg Bomb,Eierbombe,タマゴばくだん,Bomb'Œuf,Bomba Huevo,Uovobomba,
122,Lick,Schlecker,したでなめる,Léchouille,Lengüetazo,Leccata,
123,Smog,Smog,スモッグ,Purédpois,Polución,Smog,
124,Sludge,Schlammbad,ヘドロこうげき,Détritus,Residuos,Fango,
125,Bone Club,Knochenkeule,ホネこんぼう,Massd'Os,Hueso Palo,Ossoclava,
126,Fire Blast,Feuersturm,だいもんじ,Déflagration,Llamarada,Fuocobomba,
127,Waterfall,Kaskade,たきのぼり,Cascade,Cascada,Cascata,
128,Clamp,Schnapper,からではさむ,Claquoir,Tenaza,Tenaglia,
129,Swift,Sternschauer,スピードスター,Météores,Rapidez,Comete,
130,Skull Bash,Schädelwumme,ロケットずつき,Coud'Krâne,Cabezazo,Capocciata,
131,Spike Cannon,Dornkanone,とげキャノン,Picanon,Clavo Cañón,Sparalance,
132,Constrict,Umklammerung,からみつく,Constriction,Restricción,Limitazione,
133,Amnesia,Amnesie,ドわすれ,Amnésie,Amnesia,Amnesia,
134,Kinesis,Psykraft,スプーンまげ,Télékinésie,Kinético,Cinèsi,
135,Soft-Boiled,Weichei,タマゴうみ,E-Coque,Amortiguador,Covaouva,
136,High Jump Kick,Turmkick,とびひざげり,Pied Voltige,Pat. Salto Alta,Calcinvolo,
137,Glare,Schlangenblick,へびにらみ,Regard Médusant,Deslumbrar,Sguardo Feroce,
138,Dream Eater,Traumfresser,ゆめくい,Dévorêve,Comesueños,Mangiasogni,
139,Poison Gas,Giftwolke,どくガス,Gaz Toxik,Gas Venenoso,Velenogas,
140,Barrage,Stakkato,たまなげ,Pilonnage,Bombardeo,Attacco Pioggia,
141,Leech Life,Blutsauger,きゅうけつ,Vampirisme,Chupavidas,Sanguisuga,
142,Lovely Kiss,Todeskuss,あくまのキッス,Grobisou,Beso Amoroso,Demonbacio,
143,Sky Attack,Himmelsfeger,ゴッドバード,Piqué,Ataque Aéreo,Aeroattacco,
144,Transform,Wandler,へんしん,Morphing,Transformación,Trasformazione,
145,Bubble,Bubbler,あわ,Écume,Burbuja,Bolla,
146,Dizzy Punch,Irrschlag,ピヨピヨパンチ,Uppercut,Puño Mareo,Stordipugno,
147,Spore,Pilzspore,キノコのほうし,Spore,Espora,Spora,
148,Flash,Blitz,フラッシュ,Flash,Destello,Flash,
149,Psywave,Psywelle,サイコウェーブ,Vague Psy,Psicoonda,Psiconda,
150,Splash,Platscher,はねる,Trempette,Salpicadura,Splash,
151,Acid Armor,Säurepanzer,とける,Acidarmure,Armad. Ácida,Scudo Acido,
152,Crabhammer,Krabbhammer,クラブハンマー,Pince-Masse,Martillazo,Martellata,
153,Explosion,Explosion,だいばくれつ,Explosion,Explosión,Esplosione,
154,Fury Swipes,Kratzfurie,みだれひっかき,Combo-Griffe,Golpes Furia,Sfuriate,
155,Bonemarang,Knochmerang,ホネブーメラン,Osmerang,Huesomerang,Ossomerang,
156,Rest,Erholung,ねむる,Repos,Descanso,Riposo,
157,Rock Slide,Steinhagel,いわなだれ,Éboulement,Avalancha,Frana,
158,Hyper Fang,Hyperzahn,ひっさつまえば,Croc de Mort,Hipercolmillo,Iperzanna,
159,Sharpen,Schärfer,かくばる,Affûtage,Afilar,Affilatore,
160,Conversion,Umwandlung,テクスチャー,Conversion,Conversión,Conversione,
161,Tri Attack,Triplette,トライアタック,Triplattaque,Triataque,Tripletta,
162,Super Fang,Superzahn,いかりのまえば,Croc Fatal,Superdiente,Superzanna,
163,Slash,Schlitzer,きりさく,Tranche,Cuchillada,Lacerazione,
164,Substitute,Delegator,みがわり,Clonage,Sustituto,Sostituto,
165,Struggle,Verzweifler,わるあがき,Lutte,Forcejeo,Scontro,
166,Sketch,Nachahmer,スケッチ,Gribouille,Esquema,Schizzo,
167,Triple Kick,Dreifachkick,トリプルキック,Triple-Pied,Triple Patada,Triplocalcio,
168,Thief,Raub,どろぼう,Larcin,Ladrón,Furto,
169,Spider Web,Spinnennetz,くものす,Toile,Telaraña,Ragnatela,
170,Mind Reader,Willensleser,こころのめ,Lire-Esprit,Telépata,Leggimente,
171,Nightmare,Nachtmahr,あくむ,Cauchemar,Pesadilla,Incubo,
172,Flame Wheel,Flammenrad,かえんぐるま,Roue de Feu,Rueda Fuego,Ruotafuoco,
173,Snore,Schnarcher,いびき,Ronflement,Ronquido,Russare,
174,Curse,Fluch,のろい,Malédiction,Maldición,Maledizione,
175,Flail,Dreschflegel,じたばた,Fléau,Azote,Flagello,
176,Conversion 2,Umwandlung2,テクスチャー２,Conversion2,Conversión2,Conversione2,
177,Aeroblast,Luftstoß,エイロブラスト,Aéroblast,Aerochorro,Aerocolpo,
178,Cotton Spore,Baumwollsaat,わたほうし,Spore Coton,Esporagodón,Cottonspora,
179,Reversal,Gegenschlag,きしかいせい,Contre,Inversión,Contropiede,
180,Spite,Groll,うらみ,Dépit,Rencor,Dispetto,
181,Powder Snow,Pulverschnee,こなゆき,Poudreuse,Nieve Polvo,Polneve,
182,Protect,Schutzschild,まもる,Abri,Protección,Protezione,
183,Mach Punch,Tempohieb,マッハパンチ,Mach Punch,Ultrapuño,Pugnorapido,
184,Scary Face,Grimasse,こわいかお,Grimace,Cara Susto,Visotruce,
185,Feint Attack,Finte,だましうち,Feinte,Finta,Finta,
186,Sweet Kiss,Bitterkaus,てんしのキッス,Doux Baiser,Beso Dulce,Dulcebacio,
187,Belly Drum,Bauchtrommel,はらだいこ,Cognobidon,Tambor,Punciamburo,
188,Sludge Bomb,Matschbombe,ヘドロばくだん,Bombe Beurk,Bomba Lodo,Fangobomba,
189,Mud-Slap,Lehmschelle,どろかけ,Coud'Boue,Bofetón Lodo,Fangosberla,
190,Octazooka,Octazooka,オクタンほう,Octazooka,Pulpocañón,Octazooka,
191,Spikes,Stachler,まきびし,Picots,Púas,Punte,
192,Zap Cannon,Blitzkanone,でんじほう,Élécanon,Electrocañón,Falcecannone,
193,Foresight,Scharfblick,みやぶる,Clairvoyance,Profecía,Preveggenza,
194,Destiny Bond,Abgangsbund,みちづれ,Lien du Destin,Destino Final,Destinobbligato,
195,Perish Song,Abgesang,ほろびのうた,Requiem,Canto Mortal,Ultimocanto,
196,Icy Wind,Eissturm,こごえるかぜ,Vent-Glace,Viento Hielo,Ventogelato,
197,Detect,Scanner,みきり,Détection,Detección,Individua,
198,Bone Rush,Knochenhatz,ボーンラッシュ,Charge-Os,Ataque Óseo,Ossoraffica,
199,Lock-On,Zielschuss,ロックオン,Verrouillage,Fijar Blanco,Localizza,
200,Outrage,Wutanfall,げきりん,Colère,Enfado,Oltraggio,
201,Sandstorm,Sandsturm,すなあらし,Tempête-Sable,Tormenta Arena,Terrempesta,
202,Giga Drain,Gigasauger,ギガドレイン,Giga-Sangsue,Gigadrenado,Gigassorbimento,
203,Endure,Ausdauer,こらえる,Ténacité,Aguante,Resistenza,
204,Charm,Charme,あまえる,Charme,Encanto,Fascino,
205,Rollout,Walzer,ころがる,Roulade,Rodar,Rotolamento,
206,False Swipe,Trugschlag,むねうち,Faux-Chage,Falsotortazo,Falsofinale,
207,Swagger,Angeberei,いばる,Vantardise,Contoneo,Bullo,
208,Milk Drink,Milchgetränk,ミルクのみ,Lait à Boire,Batido,Buonlatte,
209,Spark,Funkensprung,スパーク,Étincelle,Chispa,Scintilla,
210,Fury Cutter,Zornklinge,れんぞくぎり,Taillade,Corte Furia,Tagliofuria,
211,Steel Wing,Stahlflügel,はがねのつばさ,Ailes d'Acier,Ala de Acero,Alacciaio,
212,Mean Look,Horrorblick,くろいまなざし,Regard Noir,Mal de Ojo,Malosguardo,
213,Attract,Anziehung,メロメロ,Attraction,Atracción,Attrazione,
214,Sleep Talk,Schlafrede,ねごと,Blabla-Dodo,Sonámbulo,Sonnolalia,
215,Heal Bell,Vitalglocke,いやしのすず,Glas de Soin,Campana Cura,Rintoccasana,
216,Return,Rückkehr,おんがえし,Retour,Retribución,Ritorno,
217,Present,Geschenk,プレセント,Cadeau,Presente,Regalino,
218,Frustration,Frustration,やつあたり,Frustration,Frustración,Frustrazione,
219,Safeguard,Bodyguard,しんぴのまもり,Rune Protect,Velo Sagrado,Salvaguardia,
220,Pain Split,Leidteiler,いたみわけ,Balance,Divide Dolor,Malcomune,
221,Sacred Fire,Läuterfeuer,せいなるほのう,Feu Sacré,Fuego Sagrado,Magifuoco,
222,Magnitude,Intensität,マグニチュード,Ampleur,Magnitud,Magnitudo,
223,Dynamic Punch,Wuchtschlag,ばくれつパンチ,Dynamo-Poing,Puño Dinámico,Dinamipugno,
224,Megahorn,Vielender,メガホーン,Mégacorne,Megacuerno,Megacorno,
225,Dragon Breath,Feuerodem,りゅうのいぶき,Dracosouffle,Dragoaliento,Dragospiro,
226,Baton Pass,Stafette,バトンタッチ,Relai,Relevo,Staffetta,
227,Encore,Zugabe,アンコール,Encore,Otra Vez,Ripeti,
228,Pursuit,Verfolgung,おいうち,Poursuite,Persecución,Inseguimento,
229,Rapid Spin,Turbodreher,こうそくスピン,Tour Rapide,Giro Rápido,Rapigiro,
230,Sweet Scent,Lockduft,あまいかおり,Doux Parfum,Dulce Aroma,Profumino,
231,Iron Tail,Eisenschweif,アイヤンテール,Queue de Fer,Cola Férrea,Codacciaio,
232,Metal Claw,Metallklaue,メトルクロー,Griffe-Acier,Garra Metal,Ferrartigli,
233,Vital Throw,Überwurf,あてみなげ,Corps Perdu,Tiro Vital,Vitaltiro,
234,Morning Sun,Morgengrauen,あさのひざし,Aurore,Sol Matinal,Mattindoro,
235,Synthesis,Synthese,こうごうせい,Synthèse,Síntesis,Sintesi,
236,Moonlight,Mondschein,つきのひかり,Rayon Lune,Luz Lunar,Lucelunare,
237,Hidden Power,Kraftreserve,めざめるパワー,Puissance Cachée,Poder Oculto,Introforza,
238,Cross Chop,Kreuzhieb,クロスチョップ,Coup-Croix,Tajo Cruzado,Incrocolpo,
239,Twister,Windhose,たつまき,Ouragan,Ciclón,Tornado,
240,Rain Dance,Regentanz,あまごい,Danse-Pluie,Danza Lluvia,Pioggiadanza,
241,Sunny Day,Sonnentag,にほんばれ,Zénith,Día Soleado,Giornodisole,
242,Crunch,Knirscher,かみくだく,Mâchouille,Triturar,Sgranocchio,
243,Mirror Coat,Spiegelcape,ミラーコート,Voile Mirroir,Manto Espejo,Specchiovelo,
244,Psych Up,Psycho-Plus,じこあんじ,Boost,Más Psique,Psicamisù,
245,Extreme Speed,Turbotempo,しんそく,Vitesse Extrême,Vel. Extrema,Extrarapido,
246,Ancient Power,Antik-Kraft,げんしのちから,Pouvoir Antique,Poder Pasado,Forzantica,
247,Shadow Ball,Spukball,シャドーボール,Ball'Ombre,Bola Sombra,Palla Ombra,
248,Future Sight,Seher,みらいよち,Prescience,Premonición,Divinazione,
249,Rock Smash,Zertrümmerer,いわくだき,Éclate-Roc,Golpe Roca,Spaccaroccia,
250,Whirlpool,Whirlpool,うずしお,Siphon,Torbellino,Mulinello,
251,Beat Up,Prügler,ふくろだたき,Baston,Paliza,Picchiaduro,
252,Fake Out,Mogelhieb,ねこだまし,Bluff,Sorpresa,Bruciapelo,
253,Uproar,Aufruhr,さわぐ,Brouhaha,Alboroto,Baraonda,
254,Stockpile,Horter,たくわえる,Stockage,Reserva,Accumulo,
255,Spit Up,Entfessler,はきだす,Relâche,Escupir,Sfoghenergia,
256,Swallow,Verzehrer,のみこむ,Avale,Tragar,Intoenergia,
257,Heat Wave,Hitzewelle,ねっぷう,Canicule,Onda Ígnea,Ondacalda,
258,Hail,Hagelsturm,あられ,Grêle,Granizo,Grandine,
259,Torment,Folterknecht,いちゃもん,Tourmente,Tormento,Attaccalite,
260,Flatter,Schmeichler,おだてる,Flatterie,Camelo,Adulazione,
261,Will-O-Wisp,Irrlicht,おにび,Feu Follet,Fuego Fatuo,Fuocofatuo,
262,Memento,Memento-Mori,おきみやげ,Souvenir,Legado,Memento,
263,Facade,Fassade,からげんき,Façade,Imagen,Facciata,
264,Focus Punch,Power-Punch,きあいパンチ,Mitra-Poing,Puño Certero,Centripugno,
265,Smelling Salts,Riechsalz,きつけ,Stimulant,Estímulo,Maniereforti,
266,Follow Me,Spotlight,このゆびとまれ,Par Ici,Señuelo,Sonoqui,
267,Nature Power,Natur-Kraft,しぜんのちから,Force Nature,Adaptación,Naturforza,
268,Charge,Ladevorgang,じゅうでん,Chargeur,Carga,Sottocarica,
269,Taunt,Verhöhner,ちょうはつ,Provoc,Mofa,Provocazione,
270,Helping Hand,Rechte Hand,てだすけ,Coup d'Main,Refuerzo,Altruismo,
271,Trick,Trickbetrug,トリック,Tourmagik,Truco,Raggiro,
272,Role Play,Rollenspiel,なりきり,Imitation,Imitación,Giocodiruolo,
273,Wish,Wunschtraum,ねがいごと,Vœu,Deseo,Desiderio,
274,Assist,Zuschuss,ねこのて,Assistance,Ayuda,Assistente,
275,Ingrain,Verwurzler,ねをはる,Racines,Arraigo,Radicamento,
276,Superpower,Kraftkoloss,ばかじから,Surpuissance,Fuerza Bruta,Troppoforte,
277,Magic Coat,Magiemantel,マジックコート,Reflet Magik,Capa Mágica,Magivelo,
278,Recycle,Aufbereitung,リサイクル,Recyclage,Reciclaje,Riciclo,
279,Revenge,Vergeltung,リリベンジ,Vendetta,Desquite,Vendetta,
280,Brick Break,Durchbruch,かわらわり,Casse-Brique,Demolición,Breccia,
281,Yawn,Gähner,あくび,Bâillement,Bostezo,Sbadiglio,
282,Knock Off,Abschlag,はたきおとす,Sabotage,Desarme,Privazione,
283,Endeavor,Notsituation,がむしゃら,Effort,Esfuerzo,Rimonta,
284,Eruption,Eruption,ふんか,Éruption,Estallido,Eruzione,
285,Skill Swap,Fähigkeitstausch,スキルスワップ,Échange,Intercambio,Baratto,
286,Imprison,Begrenzer,ふういん,Possessif,Sellar,Esclusiva,
287,Refresh,Heilung,リフレッシュ,Régénération,Alivio,Rinfrescata,
288,Grudge,Nachspiel,おんねん,Rancune,Rabia,Rancore,
289,Snatch,Übernahme,よこどり,Saisie,Robo,Scippo,
290,Secret Power,Geheimpower,ひみつのちから,Force Cachée,Daño Secreto,Forzasegreta,
291,Dive,Taucher,ダイビング,Plongée,Buceo,Sub,
292,Arm Thrust,Armstoß,つっぱり,Cogne,Empujón,Sberletese,
293,Camouflage,Tarnung,ほごしょく,Camouflage,Camuflaje,Camuffamento,
294,Tail Glow,Schweifglanz,ほたるび,Lumi-Queue,Ráfaga,Codadiluce,
295,Luster Purge,Scheinwerfer,ラスターパージ,Lumi-Éclat,Resplandor,Abbagliante,
296,Mist Ball,Nebelball,ミストボール,Ball'Brume,Bola Neblina,Foschisfera,
297,Feather Dance,Daunenreigen,フェザーダンス,Danse-Plumes,Danza Pluma,Danzadipiume,
298,Teeter Dance,Taumeltanz,フラフラダンス,Danse Folle,Danza Caos,Strampadanza,
299,Blaze Kick,Feuerfeger,ブレイズキック,Pied Brûleur,Patada Ígnea,Calciardente,
300,Mud Sport,Lehmsuhler,どろあそび,Lance-Boue,Chapoteo Lodo,Fangata,
301,Ice Ball,Frostbeule,アイスボール,Ball'Glace,Bola Hielo,Palla Gelo,
302,Needle Arm,Nietenranke,ニードルアーム,Poing Dard,Brazo Pincho,Pugnospine,
303,Slack Off,Tagedieb,なまける,Paresse,Relajo,Pigro,
304,Hyper Voice,Schallwelle,ハイパーボイス,Mégaphone,Vozarrón,Granvoce,
305,Poison Fang,Giftzahn,どくどくのキバ,Crochet Venin,Colmillo Ven,Velenodenti,
306,Crush Claw,Zermalmklaue,ブレイククロー,Éclate Griffe,Garra Brutal,Tritartigli,
307,Blast Burn,Lohekanonade,ブラストバーン,Rafale Feu,Anillo Ígneo,Incendio,
308,Hydro Cannon,Aquahaubitze,ハイドロカノン,Hydroblast,Hidrocañón,Idrocannone,
309,Meteor Mash,Sternenhieb,コメットパンチ,Poing Météore,Puño Meteoro,Meteorpugno,
310,Astonish,Erstauner,おどろかす,Étonnement,Impresionar,Sgomento,
311,Weather Ball,Meteorologe,ウェザーボール,Ball'Météo,Meteorobola,Palla Clima,
312,Aromatherapy,Aromakur,アロマセラピー,Aromathérapie,Aromaterapia,Aromaterapia,
313,Fake Tears,Trugträne,うそなき,Croco Larme,Llanto Falso,Falselacrime,
314,Air Cutter,Windschnitt,エアカッター,Tranch'Air,Aire Afilado,Aerasoio,
315,Overheat,Hitzekoller,オーバーヒート,Surchaufffe,Sofoco,Vampata,
316,Odor Sleuth,Schnüffler,かぎわける,Flair,Rastreo,Segugio,
317,Rock Tomb,Felsgrab,がんせきふうじ,Tomberoche,Tumba Rocas,Rocciotomba,
318,Silver Wind,Silberhauch,ぎんいろのかぜ,Vent Argenté,Viento Plata,Ventargenteo,
319,Metal Sound,Metalsound,きんぞくおん,Strido-Son,Eco Metálico,Ferrostrido,
320,Grass Whistle,Grasflöte,くさぶえ,Siffl'Herbe,Silbato,Meloderba,
321,Tickle,Spaßkanone,くすぐる,Chatouille,Cosquillas,Solletico,
322,Cosmic Power,Kosmik-Kraft,コスモパワー,Force Cosmik,Masa Cósmica,Cosmoforza,
323,Water Spout,Fontränen,しおふき,Giclédo,Salpicar,Zampillo,
324,Signal Beam,Ampelleuchte,シグナルビーム,Rayon Signal,Doble Rayo,Segnoraggio,
325,Shadow Punch,Finsterfaust,シャドーパンチ,Poing Ombre,Puño Sombra,Pugnodombra,
326,Extrasensory,Sondersensor,じんつうりき,Extrasenseur,Paranormal,Extrasenso,
327,Sky Uppercut,Himmelhieb,スカイアッパー,Stratopercut,Gancho Alto,Stramontante,
328,Sand Tomb,Sandgrab,すなじごく,Tourbi-Sable,Bucle Arena,Sabbiotomba,
329,Sheer Cold,Eiseskälte,ぜったいれいど,Glaciation,Frío Polar,Purogelo,
